player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average,percentage
LR Down,Batter,486,6.082.603.254.067.580,799,0,0,0,433,433,0,225,208,1,New Zealand,0,"377,62%"
Fatima Sana,Batter,484,6.954.022.988.505.740,696,59,1626,1772,463,463,0,223,240,2,Pakistan,8.203.389.830.508.470,"409,82%"
NR Kirton,Batter,483,7.419.354.838.709.670,651,4,77,114,51,51,0,18,33,1,Canada,120.75,"425,55%"
ME Bouchier,Batter,482,10.343.347.639.484.900,466,0,0,0,504,504,0,289,215,1,England,0,"508,44%"
RS Williams,Batter,477,4.622.093.023.255.810,1032,0,0,0,417,417,0,162,255,0,West Indies,0,"316,10%"
K Verreynne,Batter,476,8.717.948.717.948.710,546,0,0,0,458,458,0,282,176,0,South Africa,0,"465,30%"
SW Ambris,Batter,473,9.366.336.633.663.360,505,0,0,0,409,409,0,158,251,1,West Indies,0,"482,16%"
N Chantam,Batter,473,6.865.021.770.682.140,689,0,0,0,9,9,0,8,1,3,Thailand,0,"406,71%"
WG Jacks,Batter,468,9.811.320.754.716.980,477,5,229,240,495,495,0,284,211,1,England,93.6,"494,71%"
EJ Villani,Batter,468,7.722.772.277.227.720,606,6,216,222,527,527,0,367,160,1,Australia,78,"435,75%"
MA Ouma,Batter,468,54.736.842.105.263.100,855,0,0,0,37,37,0,12,25,0,Kenya,0,"353,74%"
Javed Omar,Batter,468,483.971.044.467.425,967,0,0,0,343,343,0,134,209,0,Bangladesh,0,"325,23%"
Karan KC,Batter,457,8.324.225.865.209.470,549,81,1972,2323,65,65,0,33,32,4,Nepal,56.419.753.086.419.700,"453,82%"
AR Nurse,Batter,454,9.784.482.758.620.680,464,44,2009,2187,425,425,0,164,261,1,West Indies,10.318.181.818.181.800,"494,55%"
GS Ballance,Batter,454,7.017.001.545.595.050,647,0,0,0,511,511,0,291,220,0,England,0,"411,98%"
JE Cameron,Batter,452,7.520.798.668.885.190,601,0,0,0,497,497,0,348,149,1,Australia,0,"429,25%"
JL Denly,Batter,446,6.914.728.682.170.540,645,1,101,104,496,496,0,284,212,0,England,446,"408,05%"
Pratika Rawal,Batter,444,8.951.612.903.225.800,496,2,63,54,366,366,0,215,151,2,India,222,"472,34%"
Ghulam Shabber,Batter,444,6.201.117.318.435.750,716,0,0,0,93,93,0,31,62,0,United Arab Emirates,0,"381,77%"
JM Davison,Batter,443,11.272.264.631.043.200,393,19,513,630,49,49,0,16,33,3,Canada,2.331.578.947.368.420,"527,38%"
S Lamichhane,Batter,440,88,500,120,2185,2942,65,65,0,33,32,4,Nepal,36.666.666.666.666.600,"468,09%"
A Johnson,Batter,438,9.521.739.130.434.780,460,0,14,24,51,51,0,18,33,0,Canada,0,"487,75%"
H Hiri,Batter,435,5.478.589.420.654.910,794,3,114,103,63,63,0,12,51,0,Papua New Guinea,145,"353,66%"
Murshida Khatun,Batter,429,5.500.000.000.000.000,780,0,0,0,333,333,0,130,203,1,Bangladesh,0,"354,55%"
A Ndiraya,Batter,428,6.858.974.358.974.350,624,1,16,26,270,270,0,65,205,1,Zimbabwe,428,"406,46%"
CG Williams,Batter,427,7.763.636.363.636.360,550,5,201,264,52,52,0,25,27,1,Namibia,85.4,"437,05%"
MN van Wyk,Batter,425,6.735.340.729.001.580,631,0,0,0,457,457,0,281,176,0,South Africa,0,"402,46%"
S Prasanna,Batter,421,9.152.173.913.043.470,460,33,1742,1936,507,507,0,236,271,0,Sri Lanka,12.757.575.757.575.700,"477,87%"
SMA Priyanjan,Batter,420,7.879.924.953.095.680,533,7,236,270,508,508,0,236,272,0,Sri Lanka,60,"440,71%"
PW Borren,Batter,413,8.920.086.393.088.550,463,6,442,494,73,73,0,22,51,0,Netherlands,6.883.333.333.333.330,"471,46%"
FC Wilson,Batter,412,9.342.403.628.117.910,441,0,0,0,498,498,0,286,212,0,England,0,"483,00%"
V Krishnamurthy,Batter,410,8.631.578.947.368.420,475,3,58,113,561,561,0,347,214,0,India,13.666.666.666.666.600,"463,28%"
RD Shah,Batter,407,6.290.571.870.170.010,647,0,0,0,38,38,0,13,25,0,Kenya,0,"386,15%"
Ayesha Zafar,Batter,407,5.327.225.130.890.050,764,0,18,27,463,463,0,223,240,0,Pakistan,0,"347,27%"
Simi Singh,Batter,406,7.852.998.065.764.020,517,30,615,958,151,151,0,53,98,1,Ireland,13.533.333.333.333.300,"439,87%"
RMVD Gunaratne,Batter,401,699.825.479.930.192,573,0,0,0,489,489,0,226,263,0,Sri Lanka,0,"411,70%"
Ali Naseer,Batter,396,9.924.812.030.075.180,399,23,667,701,99,99,0,34,65,0,United Arab Emirates,17.217.391.304.347.800,"497,49%"
EL Lamb,Batter,396,8.372.093.023.255.810,473,3,96,110,513,513,0,292,221,1,England,132,"455,17%"
T Mishra,Batter,395,700.354.609.929.078,564,0,0,0,39,39,0,13,26,1,Kenya,0,"411,89%"
MAA Sanjeewani,Batter,395,5.650.929.899.856.930,699,0,0,0,497,497,0,231,266,0,Sri Lanka,0,"361,06%"
AB Barath,Batter,394,6.263.910.969.793.320,629,0,0,0,400,400,0,155,245,0,West Indies,0,"385,14%"
MW Machan,Batter,393,7.907.444.668.008.040,497,4,223,226,100,100,0,53,47,0,Scotland,98.25,"441,57%"
Suraj Kumar,Batter,392,7.480.916.030.534.350,524,0,0,0,52,52,0,27,25,0,Oman,0,"427,95%"
PA de Silva,Batter,390,8.008.213.552.361.390,487,14,487,572,509,509,0,236,273,0,Sri Lanka,27.857.142.857.142.800,"444,19%"
CM McBride,Batter,386,7.043.795.620.437.950,548,4,102,145,82,82,0,44,38,1,Scotland,96.5,"413,28%"
MA Jones,Batter,385,661.512.027.491.409,582,0,0,0,96,96,0,51,45,0,Scotland,0,"398,14%"
CS Baugh,Batter,382,6.785.079.928.952.040,563,0,0,0,422,422,0,163,259,0,West Indies,0,"403,81%"
T de Zorzi,Batter,381,9.548.872.180.451.120,399,0,0,0,472,472,0,291,181,1,South Africa,0,"488,46%"
J Gumbie,Batter,379,6.523.235.800.344.230,581,0,0,0,273,273,0,66,207,0,Zimbabwe,0,"394,79%"
XM Marshall,Batter,379,5.598.227.474.150.660,677,0,5,4,61,61,0,29,32,0,United States of America,0,"358,22%"
M Mupachikwa,Batter,376,557.037.037.037.037,675,0,0,0,270,270,0,65,205,2,Zimbabwe,0,"357,75%"
Asif Ali,Batter,375,11.829.652.996.845.400,317,0,9,5,446,446,0,218,228,0,Pakistan,0,"541,91%"
PJ Forrest,Batter,368,6.377.816.291.161.170,577,0,0,0,532,532,0,371,161,0,Australia,0,"389,42%"
MS Sinclair,Batter,367,6.484.098.939.929.320,566,0,0,0,425,425,0,222,203,0,New Zealand,0,"390,84%"
DW Steyn,Batter,365,616.554.054.054.054,592,212,5202,6388,469,469,0,289,180,6,South Africa,1.721.698.113.207.540,"381,40%"
Tanzid Hasan,Batter,364,10.111.111.111.111.100,360,0,0,0,327,327,0,127,200,0,Bangladesh,0,"502,76%"
KM Dabengwa,Batter,364,5.768.621.236.133.120,631,15,647,715,264,264,0,64,200,0,Zimbabwe,24.266.666.666.666.600,"363,64%"
SP Narine,Batter,363,7.978.021.978.021.970,455,99,2445,3554,427,427,0,165,262,6,West Indies,36.666.666.666.666.600,"443,22%"
DT Johnston,Batter,361,7.632.135.306.553.910,473,39,1133,1508,164,164,0,60,104,1,Ireland,9.256.410.256.410.250,"432,34%"
CB Wishart,Batter,361,7.278.225.806.451.610,496,0,0,0,233,233,0,57,176,1,Zimbabwe,0,"421,24%"
DG Brownlie,Batter,361,72.2,500,0,0,0,432,432,0,225,207,0,New Zealand,0,"419,28%"
Naseem Khushi,Batter,360,10.746.268.656.716.400,335,0,0,0,51,51,0,27,24,0,Oman,0,"517,99%"
MDN Hansika,Batter,357,4.772.727.272.727.270,748,0,0,0,497,497,0,231,266,0,Sri Lanka,0,"322,49%"
A Bosch,Batter,355,738.045.738.045.738,481,1,134,159,453,453,0,278,175,2,South Africa,355,"424,13%"
J Nkomo,Batter,354,6.401.446.654.611.210,553,25,431,714,270,270,0,65,205,1,Zimbabwe,14.16,"389,44%"
MDT Kamini,Batter,353,6.348.920.863.309.350,556,0,31,31,514,514,0,318,196,2,India,0,"387,49%"
R Trumpelmann,Batter,350,7.936.507.936.507.930,441,56,1324,1773,55,55,0,26,29,2,Namibia,6.25,"441,92%"
SJ Myburgh,Batter,347,7.446.351.931.330.470,466,0,0,0,78,78,0,23,55,1,Netherlands,0,"426,29%"
Rumana Ahmed,Batter,346,50.658.857.979.502.100,683,26,669,951,301,301,0,109,192,1,Bangladesh,13.307.692.307.692.300,"336,25%"
AA Alleyne,Batter,341,6.003.521.126.760.560,568,30,834,1021,417,417,0,162,255,0,West Indies,11.366.666.666.666.600,"375,14%"
LMM Tahuhu,Batter,340,8.607.594.936.708.860,395,98,2511,3276,433,433,0,225,208,0,New Zealand,34.693.877.551.020.400,"462,59%"
NV Knight,Batter,339,701.863.354.037.267,483,0,0,0,457,457,0,262,195,0,England,0,"411,91%"
M Vijay,Batter,339,6.569.767.441.860.460,516,1,38,38,579,579,0,360,219,1,India,339,"396,49%"
B Cooper,Batter,339,5.834.767.641.996.550,581,0,0,0,365,365,0,143,222,0,West Indies,0,"367,68%"
R Rampaul,Batter,338,751.111.111.111.111,450,115,3136,3703,422,422,0,163,259,2,West Indies,29.391.304.347.826.000,"428,93%"
Rashid Latif,Batter,335,821.078.431.372.549,408,0,0,0,426,426,0,209,217,0,Pakistan,0,"450,87%"
SS Pathirana,Batter,332,8.320.802.005.012.530,399,16,724,776,498,498,0,231,267,0,Sri Lanka,20.75,"454,17%"
A Flower,Batter,332,7.033.898.305.084.740,472,0,0,0,233,233,0,57,176,0,Zimbabwe,0,"412,42%"
HM Rowe,Batter,332,6.626.746.506.986.020,501,58,1603,2075,433,433,0,225,208,1,New Zealand,5.724.137.931.034.480,"398,56%"
I Kaia,Batter,332,6.384.615.384.615.380,520,0,22,28,273,273,0,66,207,0,Zimbabwe,0,"389,67%"
HP Tillakaratne,Batter,332,5.907.473.309.608.540,562,0,0,0,509,509,0,236,273,0,Sri Lanka,0,"371,36%"
KA Edwards,Batter,331,6.490.196.078.431.370,510,0,0,0,422,422,0,163,259,0,West Indies,0,"393,58%"
D Khanal,Batter,329,6.825.726.141.078.830,482,0,20,18,65,65,0,33,32,0,Nepal,0,"405,17%"
Adnan Mufti,Batter,328,7.941.888.619.854.720,413,0,0,0,89,89,0,31,58,1,United Arab Emirates,0,"442,65%"
SS Weerakkody,Batter,328,6.295.585.412.667.940,521,28,826,1122,497,497,0,231,266,0,Sri Lanka,11.714.285.714.285.700,"386,34%"
SA Engelbrecht,Batter,327,63.005.780.346.820.800,519,0,17,12,89,89,0,28,61,0,Netherlands,0,"386,52%"
CN Ackermann,Batter,326,7.511.520.737.327.180,434,15,448,553,86,86,0,25,61,0,Netherlands,21.733.333.333.333.300,"428,95%"
MH Yardy,Batter,326,6.653.061.224.489.790,490,20,1052,1289,491,491,0,282,209,0,England,16.3,"399,51%"
SJ Baard,Batter,326,5.749.559.082.892.410,567,0,0,0,55,55,0,26,29,0,Namibia,0,"365,06%"
Sidra Nawaz,Batter,325,487.987.987.987.988,666,0,0,0,463,463,0,223,240,0,Pakistan,0,"327,62%"
MO Odumbe,Batter,324,8.925.619.834.710.740,363,7,307,364,38,38,0,13,25,1,Kenya,46.285.714.285.714.200,"471,62%"
S Movva,Batter,324,6.721.991.701.244.810,482,0,0,0,51,51,0,18,33,0,Canada,0,"401,49%"
A Sharma,Batter,323,6.901.709.401.709.400,468,4,183,273,99,99,0,34,65,1,United Arab Emirates,80.75,"408,34%"
MR Aguilleira,Batter,323,540.133.779.264.214,598,0,0,0,428,428,0,165,263,0,West Indies,0,"350,33%"
AC Agar,Batter,322,80.5,400,22,970,1107,512,512,0,356,156,1,Australia,14.636.363.636.363.600,"445,37%"
MR Meshram,Batter,322,563.922.942.206.655,571,0,51,86,562,562,0,348,214,1,India,0,"360,58%"
DA Gunawardene,Batter,322,54.483.925.549.915.400,591,0,0,0,476,476,0,221,255,0,Sri Lanka,0,"352,30%"
AK Sah,Batter,320,8.767.123.287.671.230,365,0,0,0,62,62,0,31,31,1,Nepal,0,"467,15%"
R Mutumbami,Batter,319,7.136.465.324.384.780,447,0,0,0,276,276,0,66,210,0,Zimbabwe,0,"416,45%"
JP Kotze,Batter,316,7.037.861.915.367.480,449,0,0,0,54,54,0,25,29,0,Namibia,0,"413,07%"
Washington Sundar,Batter,315,8.160.621.761.658.030,386,23,631,807,519,519,0,323,196,0,India,13.695.652.173.913.000,"449,36%"
LM Jongwe,Batter,315,7.914.572.864.321.600,398,28,1083,1126,273,273,0,66,207,0,Zimbabwe,11.25,"441,80%"
D la Cock,Batter,313,6.589.473.684.210.520,475,0,9,12,55,55,0,26,29,0,Namibia,0,"395,70%"
KAJ Roach,Batter,308,5.049.180.327.868.850,610,132,3775,4472,427,427,0,165,262,3,West Indies,23.333.333.333.333.300,"335,51%"
A Athanaze,Batter,306,8.095.238.095.238.090,378,1,19,26,412,412,0,160,252,0,West Indies,306,"447,37%"
ADS Fletcher,Batter,305,6.063.618.290.258.440,503,0,26,28,404,404,0,157,247,0,West Indies,0,"377,48%"
Shamima Sultana,Batter,304,562.962.962.962.963,540,0,0,0,333,333,0,130,203,0,Bangladesh,0,"359,76%"
TK Curran,Batter,303,9.126.506.024.096.380,332,38,1315,1340,481,481,0,276,205,1,England,7.973.684.210.526.310,"477,17%"
DO Obuya,Batter,302,5.180.102.915.951.970,583,0,0,0,39,39,0,13,26,0,Kenya,0,"341,24%"
LE Bosman,Batter,301,9.465.408.805.031.440,318,0,0,0,440,440,0,272,168,0,South Africa,0,"486,27%"
KE Bryce,Batter,301,8.407.821.229.050.270,358,6,101,173,97,97,0,52,45,0,Scotland,50.166.666.666.666.600,"456,75%"
AR White,Batter,301,6.044.176.706.827.300,498,10,253,328,164,164,0,60,104,0,Ireland,30.1,"376,72%"
PA Nixon,Batter,297,8.461.538.461.538.460,351,0,0,0,509,509,0,291,218,0,England,0,"457,63%"
NS Dhaliwal,Batter,295,5.640.535.372.848.940,523,0,20,6,51,51,0,18,33,1,Canada,0,"360,64%"
L Winfield-Hill,Batter,294,620.253.164.556.962,474,0,0,0,500,500,0,287,213,0,England,0,"382,81%"
DLS van Bunge,Batter,293,5.645.472.061.657.030,519,6,181,154,75,75,0,22,53,0,Netherlands,48.833.333.333.333.300,"359,95%"
C Brits,Batter,292,6.935.866.983.372.920,421,0,5,9,389,389,0,238,151,2,South Africa,0,"408,96%"
SMSM Senanayake,Batter,290,9.034.267.912.772.580,321,60,1892,2384,506,506,0,236,270,1,Sri Lanka,4.833.333.333.333.330,"474,63%"
MV Waldron,Batter,290,4.538.341.158.059.460,639,0,0,0,160,160,0,56,104,0,Ireland,0,"312,16%"
B de Leede,Batter,289,664.367.816.091.954,435,0,0,0,85,85,0,25,60,0,Netherlands,0,"399,17%"
AJ Stewart,Batter,287,7.017.114.914.425.420,409,0,0,0,457,457,0,262,195,0,England,0,"411,76%"
MK Tiwary,Batter,287,6.966.019.417.475.720,412,5,150,136,536,536,0,331,205,1,India,57.4,"410,59%"
AF Giles,Batter,286,7.333.333.333.333.330,390,38,1144,1628,518,518,0,295,223,0,England,7.526.315.789.473.680,"421,83%"
DN Wellalage,Batter,285,75,380,27,909,1040,490,490,0,227,263,2,Sri Lanka,10.555.555.555.555.500,"427,93%"
Saud Shakeel,Batter,283,8.628.048.780.487.800,328,1,37,47,291,291,0,145,146,1,Pakistan,283,"463,18%"
A Capsey,Batter,283,7.164.556.962.025.310,395,8,218,289,513,513,0,292,221,0,England,35.375,"417,40%"
PRCS Kumarihami,Batter,283,3.704.188.481.675.390,764,3,255,347,487,487,0,226,261,0,Sri Lanka,9.433.333.333.333.330,"269,78%"
Kashif Daud,Batter,282,8.867.924.528.301.880,318,17,495,676,94,94,0,32,62,2,United Arab Emirates,1.658.823.529.411.760,"470,00%"
ASS Fletcher,Batter,282,6.497.695.852.534.560,434,61,1526,2041,428,428,0,165,263,0,West Indies,4.622.950.819.672.130,"392,76%"
S Dhaniram,Batter,281,8.892.405.063.291.130,316,23,408,552,42,42,0,12,30,2,Canada,12.217.391.304.347.800,"470,69%"
S Chattergoon,Batter,281,63.718.820.861.678.000,441,0,30,42,408,408,0,157,251,0,West Indies,0,"389,20%"
ES Szwarczynski,Batter,281,58.298.755.186.722,482,0,0,0,73,73,0,22,51,0,Netherlands,0,"368,28%"
CS Mugeri-Tiripano,Batter,280,7.407.407.407.407.400,378,0,0,0,268,268,0,64,204,0,Zimbabwe,0,"424,89%"
S Randiv,Batter,280,717.948.717.948.718,390,38,1240,1447,507,507,0,236,271,1,Sri Lanka,7.368.421.052.631.570,"417,91%"
Hannan Sarkar,Batter,280,521.415.270.018.622,537,0,13,3,340,340,0,132,208,0,Bangladesh,0,"342,30%"
SK Patel,Batter,278,7.335.092.348.284.960,379,0,0,0,63,63,0,29,34,1,United States of America,0,"423,14%"
MD Dai,Batter,277,7.547.683.923.705.720,367,13,387,545,49,49,0,9,40,0,Papua New Guinea,21.307.692.307.692.300,"428,13%"
S Horley,Batter,276,7.752.808.988.764.040,356,9,80,136,79,79,0,43,36,3,Scotland,30.666.666.666.666.600,"436,71%"
Moin Khan,Batter,274,8.616.352.201.257.860,318,0,0,0,448,448,0,219,229,0,Pakistan,0,"462,84%"
DT Christian,Batter,273,8.722.044.728.434.500,313,21,605,739,532,532,0,371,161,0,Australia,13,"465,08%"
PS Punia,Batter,273,5.427.435.387.673.950,503,0,0,0,552,552,0,340,212,1,India,0,"348,66%"
S Ismail,Batter,273,49.546.279.491.833.000,551,142,2821,4242,471,471,0,290,181,7,South Africa,19.225.352.112.676.000,"331,31%"
GH Worker,Batter,272,699.228.791.773.779,389,0,5,6,415,415,0,218,197,0,New Zealand,0,"411,50%"
Umar Amin,Batter,271,6.642.156.862.745.090,408,0,24,42,460,460,0,222,238,0,Pakistan,0,"395,62%"
MJ Henry,Batter,268,9.115.646.258.503.400,294,155,3810,4452,437,437,0,227,210,6,New Zealand,1.729.032.258.064.510,"476,87%"
G Toka,Batter,268,5.403.225.806.451.610,496,3,111,102,63,63,0,12,51,0,Papua New Guinea,8.933.333.333.333.330,"350,79%"
TA Blundell,Batter,266,8.608.414.239.482.200,309,0,0,0,416,416,0,219,197,0,New Zealand,0,"461,81%"
Shamsur Rahman,Batter,266,7.450.980.392.156.860,357,0,13,6,303,303,0,110,193,1,Bangladesh,0,"426,97%"
B Bezuidenhout,Batter,266,7.189.189.189.189.180,370,0,0,0,433,433,0,225,208,0,New Zealand,0,"418,24%"
AJ Hosein,Batter,266,7.093.333.333.333.330,375,60,1709,2132,407,407,0,157,250,0,West Indies,4.433.333.333.333.330,"414,98%"
AC Botha,Batter,265,6.324.582.338.902.140,419,16,424,597,152,152,0,53,99,0,Ireland,165.625,"387,43%"
B Bhandari,Batter,265,5.981.941.309.255.070,443,0,0,0,60,60,0,30,30,0,Nepal,0,"373,77%"
AR Cusack,Batter,264,6.255.924.170.616.110,422,34,866,1009,164,164,0,60,104,1,Ireland,7.764.705.882.352.940,"384,28%"
LA Marsh,Batter,264,56.774.193.548.387.000,465,53,1414,2048,489,489,0,282,207,1,England,4.981.132.075.471.690,"362,14%"
Diana Baig,Batter,262,6.894.736.842.105.260,380,43,1683,2121,463,463,0,223,240,0,Pakistan,6.093.023.255.813.950,"407,47%"
M Musonda,Batter,262,6.469.135.802.469.130,405,0,0,0,270,270,0,65,205,1,Zimbabwe,0,"392,80%"
Sadaf Shamas,Batter,262,5.282.258.064.516.120,496,0,0,0,434,434,0,212,222,0,Pakistan,0,"345,19%"
Taufeeq Umar,Batter,262,5.198.412.698.412.690,504,0,0,0,415,415,0,205,210,1,Pakistan,0,"341,59%"
R Chopra,Batter,260,6.896.551.724.137.930,377,0,0,0,96,96,0,33,63,1,United Arab Emirates,0,"406,89%"
UDU Chandana,Batter,260,6.615.776.081.424.930,393,38,978,1194,457,457,0,214,243,2,Sri Lanka,6.842.105.263.157.890,"396,95%"
IDR Bradshaw,Batter,259,6.122.931.442.080.370,423,69,1777,2537,424,424,0,164,260,2,West Indies,3.753.623.188.405.790,"379,77%"
A Sharafu,Batter,257,6.675.324.675.324.670,385,0,0,0,94,94,0,32,62,0,United Arab Emirates,0,"400,31%"
GE Plimmer,Batter,256,624.390.243.902.439,410,0,0,0,428,428,0,222,206,0,New Zealand,0,"383,81%"
R Gunasekera,Batter,255,550.755.939.524.838,463,0,0,0,48,48,0,16,32,1,Canada,0,"354,66%"
P Khadka,Batter,252,7.949.526.813.880.120,317,4,194,279,64,64,0,32,32,1,Nepal,63,"442,88%"
C Madande,Batter,251,7.110.481.586.402.260,353,0,0,0,273,273,0,66,207,0,Zimbabwe,0,"414,19%"
BM Scholtz,Batter,251,6.605.263.157.894.730,380,70,1479,2619,55,55,0,26,29,2,Namibia,3.585.714.285.714.280,"397,78%"
Tushar Imran,Batter,250,5.241.090.146.750.520,477,2,59,90,346,346,0,134,212,0,Bangladesh,125,"343,88%"
KO Otieno,Batter,250,42.016.806.722.689.000,595,0,0,0,38,38,0,13,25,0,Kenya,0,"295,86%"
Amjad Ali,Batter,249,6.434.108.527.131.780,387,0,0,0,97,97,0,33,64,0,United Arab Emirates,0,"390,89%"
JD Campbell,Batter,248,11.376.146.788.990.800,218,0,13,6,303,303,0,116,187,1,West Indies,0,"532,19%"
R Stokell,Batter,247,5.866.983.372.921.610,421,0,0,0,157,157,0,56,101,0,Ireland,0,"369,21%"
SM Davies,Batter,244,10.209.205.020.920.500,239,0,0,0,496,496,0,284,212,1,England,0,"503,09%"
N Chaiwai,Batter,244,6.130.653.266.331.650,398,0,5,12,9,9,0,8,1,2,Thailand,0,"380,06%"
ML Udawatte,Batter,243,6.621.253.405.994.550,367,0,0,0,499,499,0,232,267,0,Sri Lanka,0,"397,71%"
R Rijke,Batter,238,7.020.648.967.551.620,339,6,110,167,85,85,0,25,60,1,Netherlands,39.666.666.666.666.600,"412,48%"
DC Thomas,Batter,238,62.796.833.773.087.000,379,2,11,9,427,427,0,165,262,0,West Indies,119,"385,74%"
Musa Ahmed,Batter,238,62.796.833.773.087.000,379,0,5,6,84,84,0,25,59,0,Netherlands,0,"385,11%"
HN Ya France,Batter,237,8.088.737.201.365.180,293,14,556,726,52,52,0,25,27,1,Namibia,16.928.571.428.571.400,"447,17%"
DE Budge,Batter,237,7.620.578.778.135.040,311,1,112,153,96,96,0,51,45,0,Scotland,237,"432,48%"
C Tear,Batter,237,6.694.915.254.237.280,354,0,0,0,85,85,0,46,39,0,Scotland,0,"401,02%"
D Dhingra,Batter,237,654.696.132.596.685,362,0,0,0,57,57,0,27,30,0,United States of America,0,"395,66%"
GJ Hopkins,Batter,236,7.444.794.952.681.380,317,0,0,0,444,444,0,231,213,0,New Zealand,0,"425,99%"
Abid Ali,Batter,234,9.105.058.365.758.750,257,0,0,0,335,335,0,166,169,1,Pakistan,0,"475,61%"
JP Bray,Batter,234,6.307.277.628.032.340,371,0,0,0,152,152,0,53,99,1,Ireland,0,"386,78%"
AM Tribe,Batter,233,7.516.129.032.258.060,310,0,20,13,4,4,0,1,3,0,Jersey,0,"429,10%"
NFI McCallum,Batter,233,63.661.202.185.792.300,366,0,0,0,89,89,0,48,41,0,Scotland,0,"388,98%"
K Birkenstock,Batter,233,5.319.634.703.196.340,438,5,230,236,52,52,0,25,27,0,Namibia,46.6,"347,24%"
JM Kerr,Batter,232,10.593.607.305.936.000,219,55,1194,1662,428,428,0,222,206,0,New Zealand,4.218.181.818.181.810,"514,41%"
T Ruma,Batter,232,6.304.347.826.086.950,368,2,30,45,56,56,0,10,46,0,Papua New Guinea,116,"386,02%"
HMD Rasangika,Batter,232,5.799.999.999.999.990,400,0,20,12,464,464,0,216,248,1,Sri Lanka,0,"365,93%"
A Mohammed,Batter,232,40.845.070.422.535.200,568,58,1533,2015,428,428,0,165,263,2,West Indies,4,"290,00%"
NY McLean,Batter,231,63.812.154.696.132.500,362,0,0,0,386,386,0,152,234,0,West Indies,0,"388,89%"
STR Binny,Batter,230,9.126.984.126.984.120,252,21,440,503,536,536,0,331,205,1,India,10.952.380.952.380.900,"477,18%"
TM Dowlin,Batter,228,6.298.342.541.436.460,362,0,0,0,401,401,0,155,246,0,West Indies,0,"386,44%"
CNIM Joyce,Batter,228,4.624.746.450.304.250,493,0,31,19,160,160,0,56,104,0,Ireland,0,"315,79%"
I Udana,Batter,227,961.864.406.779.661,236,22,928,908,511,511,0,237,274,1,Sri Lanka,10.318.181.818.181.800,"490,28%"
Jahurul Islam,Batter,226,6.953.846.153.846.150,325,0,0,0,341,341,0,133,208,0,Bangladesh,0,"410,16%"
AM Samad,Batter,226,5.916.230.366.492.140,382,2,93,69,43,43,0,13,30,0,Canada,113,"371,71%"
Asmavia Iqbal,Batter,225,5.232.558.139.534.880,430,27,1019,1165,456,456,0,221,235,0,Pakistan,8.333.333.333.333.330,"343,51%"
S Mostary,Batter,224,57.289.002.557.544.700,391,0,56,44,325,325,0,126,199,0,Bangladesh,0,"364,23%"
F Overdijk,Batter,224,475.583.864.118.896,471,11,262,318,85,85,0,25,60,0,Netherlands,20.363.636.363.636.300,"322,30%"
T Duffin,Batter,224,4.552.845.528.455.280,492,0,0,0,249,249,0,60,189,0,Zimbabwe,0,"312,85%"
BR McDermott,Batter,223,7.964.285.714.285.710,280,0,0,0,341,341,0,246,95,0,Australia,0,"443,34%"
IS Billcliff,Batter,223,57.326.478.149.100.200,389,0,0,0,49,49,0,16,33,0,Canada,0,"364,38%"
P Mustard,Batter,219,8.975.409.836.065.570,244,0,0,0,501,501,0,287,214,0,England,0,"473,00%"
DR Chumney,Batter,219,6.517.857.142.857.140,336,0,0,0,49,49,0,16,33,0,Canada,0,"393,88%"
T Stubbs,Batter,218,9.396.551.724.137.930,232,0,15,12,424,424,0,262,162,1,South Africa,0,"484,44%"
Saeed Anwar,Batter,218,6.855.345.911.949.680,318,1,15,24,426,426,0,209,217,0,Pakistan,218,"406,72%"
GJ Delany,Batter,217,9.517.543.859.649.120,228,6,374,351,130,130,0,43,87,0,Ireland,36.166.666.666.666.600,"487,64%"
Saad Bin Zafar,Batter,217,725.752.508.361.204,299,25,760,1063,51,51,0,18,33,0,Canada,8.68,"420,54%"
Iram Javed,Batter,216,5.684.210.526.315.780,380,1,41,34,442,442,0,215,227,0,Pakistan,216,"362,42%"
JM Fields,Batter,215,6.456.456.456.456.450,333,0,0,0,495,495,0,346,149,0,Australia,0,"392,34%"
T Marumani,Batter,214,6.331.360.946.745.560,338,0,0,0,242,242,0,58,184,0,Zimbabwe,0,"387,68%"
DJM Short,Batter,211,7.700.729.927.007.290,274,0,117,90,531,531,0,370,161,0,Australia,0,"435,05%"
TK Musakanda,Batter,210,87.5,240,0,0,0,204,204,0,53,151,0,Zimbabwe,0,"466,67%"
NRJ Croes,Batter,207,678.688.524.590.164,305,0,0,0,90,90,0,29,61,0,Netherlands,0,"404,30%"
Khurram Manzoor,Batter,206,6.377.708.978.328.170,323,0,0,0,469,469,0,227,242,0,Pakistan,0,"389,41%"
HS Modi,Batter,205,4.485.776.805.251.640,457,0,0,0,38,38,0,13,25,0,Kenya,0,"309,67%"
WP Masakadza,Batter,204,59.130.434.782.608.600,345,22,1030,1200,273,273,0,66,207,0,Zimbabwe,9.272.727.272.727.270,"370,91%"
Khushdil Shah,Batter,200,9.345.794.392.523.360,214,3,122,109,346,346,0,174,172,1,Pakistan,6.666.666.666.666.660,"483,09%"
